pair;timeframe;strategy;thresholdOpen;thresholdClose;followTrend;name;positions;profit;drawdown;long;winratio;positivedaysratio;meanloss;meanwin;meantrade;stddeviationwin;stddeviationloss;stddeviation;meanholdtime;stringCodedParams;stringCodedPositions;stringCodedResult;
EURCHF;1200;SSIStrategy_V0;0,31;0,17;False;SSIStrategy_V0;3;0,00679999999999992;0;0,666666666666667;0,666666666666667;0,666666666666667;-0,00160000000000005;0,00419999999999998;0,00226666666666664;9,9999999999989E-05;0;0,00273536509852383;20640;pair:EURCHF|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,31|thresholdClose:0,17|followTrend:False|name:SSIStrategy_V0;L:1445544357750:1,0809:1445876637750:1,085|S:1445973217750:1,0893:1449008847750:1,0909|L:1449097177750:1,0809:1449444527750:1,0852|;positions:3|profit:0,00679999999999992|drawdown:0|long:0,666666666666667|winratio:0,666666666666667|positivedaysratio:0,666666666666667|meanloss:-0,00160000000000005|meanwin:0,00419999999999998|meantrade:0,00226666666666664|stddeviationwin:9,9999999999989E-05|stddeviationloss:0|stddeviation:0,00273536509852383|meanholdtime:20640;
USDJPY;1200;SSIStrategy_V0;0,14;0,03;False;SSIStrategy_V0;20;3,15000000000001;0;0,7;0,6;0,555555555555556;-0,227500000000001;0,414166666666668;0,1575;0,585540467336709;0,151966279154292;0,560150649379256;2986;pair:USDJPY|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,14|thresholdClose:0,03|followTrend:False|name:SSIStrategy_V0;S:1445390627750:119,93:1445499227750:119,76|L:1445529747750:120,47:1445556687750:120,85|S:1445560927750:120,86:1445565667750:120,73|L:1445592757750:120,44:1445604227750:120,87|L:1445605477750:121,02:1445624027750:121,42|S:1445631817750:121,39:1445819027750:121,17|L:1445863057750:120,98:1445878127750:120,96|L:1445904997750:120,89:1447104917750:123,18|L:1447112227750:123,05:1447204687750:122,89|L:1447335047750:122,96:1447777727750:123,45|L:1447789807750:123,37:1447807997750:123,39|L:1447873437750:123,59:1447933177750:123,09|L:1448007667750:123:1448352557750:122,6|S:1448353547750:122,58:1448987167750:122,89|S:1449012397750:122,92:1449045147750:123,11|L:1449072317750:123,49:1449078357750:123,56|L:1449085087750:123,27:1449444517750:123,18|L:1449612407750:122,93:1449621437750:122,99|L:1449688107750:121,17:1449695467750:121,48|S:1449696637750:121,41:1449701157750:121,56|;positions:20|profit:3,15000000000001|drawdown:0|long:0,7|winratio:0,6|positivedaysratio:0,555555555555556|meanloss:-0,227500000000001|meanwin:0,414166666666668|meantrade:0,1575|stddeviationwin:0,585540467336709|stddeviationloss:0,151966279154292|stddeviation:0,560150649379256|meanholdtime:2986;
AUDUSD;1200;SSIStrategy_V0;0,47;0,32;False;SSIStrategy_V0;1;0,00930000000000009;0;0;1;1;NaN;0,00930000000000009;0,00930000000000009;0;NaN;0;10641;pair:AUDUSD|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,47|thresholdClose:0,32|followTrend:False|name:SSIStrategy_V0;S:1449062677750:0,7324:1449701157750:0,7231|;positions:1|profit:0,00930000000000009|drawdown:0|long:0|winratio:1|positivedaysratio:1|meanloss:NaN|meanwin:0,00930000000000009|meantrade:0,00930000000000009|stddeviationwin:0|stddeviationloss:NaN|stddeviation:0|meanholdtime:10641;
USDCAD;1200;SSIStrategy_V0;0,46;0,01;False;SSIStrategy_V0;2;0,00960000000000005;0;0,5;0,5;0,5;-0,00249999999999995;0,0121;0,00480000000000003;0;0;0,00729999999999997;3037;pair:USDCAD|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,46|thresholdClose:0,01|followTrend:False|name:SSIStrategy_V0;L:1446573347750:1,3068:1446807737750:1,3189|S:1449571047750:1,3545:1449701157750:1,357|;positions:2|profit:0,00960000000000005|drawdown:0|long:0,5|winratio:0,5|positivedaysratio:0,5|meanloss:-0,00249999999999995|meanwin:0,0121|meantrade:0,00480000000000003|stddeviationwin:0|stddeviationloss:0|stddeviation:0,00729999999999997|meanholdtime:3037;
AUDJPY;1200;SSIStrategy_V0;0,46;0,11;False;SSIStrategy_V0;1;1,28999999999999;0;1;1;1;NaN;1,28999999999999;1,28999999999999;0;NaN;0;29000;pair:AUDJPY|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,46|thresholdClose:0,11|followTrend:False|name:SSIStrategy_V0;L:1447831027750:87,51:1449571047750:88,8|;positions:1|profit:1,28999999999999|drawdown:0|long:1|winratio:1|positivedaysratio:1|meanloss:NaN|meanwin:1,28999999999999|meantrade:1,28999999999999|stddeviationwin:0|stddeviationloss:NaN|stddeviation:0|meanholdtime:29000;
AUDCAD;1200;SSIStrategy_V0;0,39;0,08;False;SSIStrategy_V0;0;0;0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;pair:AUDCAD|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,39|thresholdClose:0,08|followTrend:False|name:SSIStrategy_V0;;positions:0|profit:0|drawdown:0|long:NaN|winratio:NaN|positivedaysratio:NaN|meanloss:NaN|meanwin:NaN|meantrade:NaN|stddeviationwin:NaN|stddeviationloss:NaN|stddeviation:NaN;
GBPUSD;1200;SSIStrategy_V0;0,3;0,16;False;SSIStrategy_V0;9;-0,0139;-0,0321;0,444444444444444;0,444444444444444;0,375;-0,0125;0,01215;-0,00154444444444445;0,00613045675296709;0,00904101764183653;0,0145651876526883;5669;pair:GBPUSD|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,3|thresholdClose:0,16|followTrend:False|name:SSIStrategy_V0;L:1445462417750:1,5416:1445563087750:1,5407|S:1445571617750:1,541:1445610357750:1,5341|L:1445627047750:1,5321:1446214677750:1,5373|L:1446475067750:1,5453:1446580987750:1,5431|L:1446737087750:1,5242:1446842397750:1,5052|S:1447038277750:1,5072:1447970847750:1,5293|S:1447987887750:1,5297:1448312817750:1,5113|S:1448318317750:1,5123:1449072877750:1,4942|S:1449589777750:1,4999:1449701157750:1,5182|;positions:9|profit:-0,0139|drawdown:-0,0321|long:0,444444444444444|winratio:0,444444444444444|positivedaysratio:0,375|meanloss:-0,0125|meanwin:0,01215|meantrade:-0,00154444444444445|stddeviationwin:0,00613045675296709|stddeviationloss:0,00904101764183653|stddeviation:0,0145651876526883|meanholdtime:5669;
EURGBP;1200;SSIStrategy_V0;0,27;0,07;True;SSIStrategy_V0;8;0,0285;0;0,625;0,625;0,666666666666667;-0,00243333333333332;0,00715999999999999;0,0035625;0,00827444257941284;0,00118133634311129;0,00805511289492581;6729;pair:EURGBP|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,27|thresholdClose:0,07|followTrend:True|name:SSIStrategy_V0;S:1445496327750:0,7341:1445562717750:0,7215|L:1446063707750:0,7158:1446549467750:0,7117|L:1446751187750:0,7151:1446817037750:0,7136|S:1447020047750:0,7125:1447148157750:0,7108|L:1447155397750:0,7099:1447235097750:0,7101|L:1447281017750:0,7065:1447635237750:0,7048|S:1447635487750:0,705:1448987097750:0,7046|L:1449002877750:0,705:1449701157750:0,7259|;positions:8|profit:0,0285|drawdown:0|long:0,625|winratio:0,625|positivedaysratio:0,666666666666667|meanloss:-0,00243333333333332|meanwin:0,00715999999999999|meantrade:0,0035625|stddeviationwin:0,00827444257941284|stddeviationloss:0,00118133634311129|stddeviation:0,00805511289492581|meanholdtime:6729;
EURCHF;1200;SSIStrategy_V0;0,35;0,01;False;SSIStrategy_V0;6;-0,00170000000000003;-0,00580000000000003;0,333333333333333;0,666666666666667;0,833333333333333;-0,0121;0,00259999999999999;-0,000340000000000007;0,000951314879522005;0;0,0059412456606338;8521;pair:EURCHF|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,35|thresholdClose:0,01|followTrend:False|name:SSIStrategy_V0;L:1445544727750:1,0808:1445857057750:1,0823|S:1445973397750:1,0893:1446233217750:1,0867|S:1446837237750:1,081:1447106267750:1,0788|S:1447112467750:1,0796:1447802267750:1,0796|S:1447813847750:1,0801:1449003427750:1,0922|L:1449097307750:1,0811:1449444527750:1,0852|;positions:6|profit:-0,00170000000000003|drawdown:-0,00580000000000003|long:0,333333333333333|winratio:0,666666666666667|positivedaysratio:0,833333333333333|meanloss:-0,0121|meanwin:0,00259999999999999|meantrade:-0,000340000000000007|stddeviationwin:0,000951314879522005|stddeviationloss:0|stddeviation:0,0059412456606338|meanholdtime:8521;
EURJPY;1200;SSIStrategy_V0;0,42;0,27;False;SSIStrategy_V0;2;1,19;0;0;0,5;0,5;-0,120000000000005;1,31;0,594999999999999;0;0;0,715000000000003;13111;pair:EURJPY|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,42|thresholdClose:0,27|followTrend:False|name:SSIStrategy_V0;S:1446133827750:133:1447701967750:131,69|S:1449695907750:133,84:1449701157750:133,96|;positions:2|profit:1,19|drawdown:0|long:0|winratio:0,5|positivedaysratio:0,5|meanloss:-0,120000000000005|meanwin:1,31|meantrade:0,594999999999999|stddeviationwin:0|stddeviationloss:0|stddeviation:0,715000000000003|meanholdtime:13111;
USDJPY;1200;SSIStrategy_V0;0,38;0,08;True;SSIStrategy_V0;1;-2,08;-2,08;0;0;0;-2,08;NaN;-2,08;NaN;0;0;19104;pair:USDJPY|timeframe:1200|strategy:SSIStrategy_V0|thresholdOpen:0,38|thresholdClose:0,08|followTrend:True|name:SSIStrategy_V0;S:1446077187750:120,91:1447223427750:122,99|;positions:1|profit:-2,08|drawdown:-2,08|long:0|winratio:0|positivedaysratio:0|meanloss:-2,08|meanwin:NaN|meantrade:-2,08|stddeviationwin:NaN|stddeviationloss:0|stddeviation:0|meanholdtime:19104;
